review,score
"The greatest installment in the Marvel Cinematic Universe. Despite moving numerous, distinct story arcs forward across vastly different places, the movies' pacing never lets up.",5
"A beautiful marvel film showing MCU at its best with its compelling and dark storyline, fantastic character connections and ability to connect so many different aspects into one film is what keeps you entirely engaged throughout the 150 minutes of the film. The depth to characters that are explored along with an amazing cast just proves to be compelling, engaging and splendid with emotional sequences and iconic moments that have you cheering, screaming and crying for your favourite team. One of the best villains ever that you can understand and feels more like the protagonist than the avengers do with Josh Brolin's incredible performance, this film will definitely having your internal and external voices screaming out aloud.",4.5
Amazing. Just intravenous movie pleasure. Exceeding all expectations for fans. This is what comicbook movies are supposed to be 👍🏻,5
"Avengers: Infinity War is the fourth big group movie of the MCU, but it takes the big group concept to a whole new level with it's massive cast of characters. Basically every big actor in the MCU (with the exception of a few) is in this movie, making it a true culmination movie and appropriately so as its release year of 2018 marks 10 years of the MCU. Considering how many actors are in this movie, it manages to not squander any of them and give many of them moments to shine and funny lines. The movie has some of the most hilarious one-liners of the whole MCU, and is sure to give viewers a lot of laughs along the way. The film also raises the stakes to the highest they've been in any Marvel movie ever, which grips people with anxiety and doubt the whole way through and never lets them go. The action hits and rises above the standard set by its two predecessors by giving us fight sequences with a much bigger scale than anything seen in the previous two Avengers movies. Thanos is a much better villain than Ultron was because while his execution of his goals isn't great, his goals themselves aren't necessarily bad, giving us a villain who is multidimensional and complex and actually dealing with real world problems. This calls into question the meaning behind the Avengers conflict with him and whether or not there were other methods by which the conflict could've been resolved or Thanos could've achieved his goals. But even more, Thanos is an incredibly powerful being and one who could actually achieve his goals despite having to face the Avengers, which differentiates him from other compelling MCU villains. He is a threat that the Avengers haven't had to deal with so far and are not fully prepared for. Thanos manages to achieve his goals at the end, making him only the second in the MCU to do so and remain alive, Zemo being the previous one. This makes Infinity War's end truly emotional for fans of the characters and the characters themselves and creates a huge cliffhanger for its sequel. While there are certainly things Infinity War could done a better job of addressing, the movie redeems the Avengers franchise from Age of Ultron and should leave viewers satisfied yet wanting more as the credits roll.",4.5
"The perfect Marvel Movie. This film does everything absolutely right, having emotion, comedy and action in all the right moments, without ruining the tone or the story (unlike Endgame)",5
"Connecting all points in the MCU until 2018 we have Infinity War, that is quite good although it is ""The Avengers vs. The Bad Guy"" Part 3. 9/10",4.5
Best Marvel movie for sure,5
"One of, if not the best MCU movie. This movie manages to bring together a huge cast of characters perfectly and seamlessly, while adding a lot to the lore of the MCU. Not to mention the amazing ending that shocked audiences all over the world.",5
The script was weak but spot on with the entire cast and all their charisma combined. The action and cgi was good. The best is the villain. I rewatched this in 2021. It wasnt as good as i suspected it to be. Will be rewatching End Game and i hope its a better script. The plus side though the movie didnt feel like 3 hours at all.,3
Some many fake reviews it's unbelievable! This movie is pure crap! Flush this thing outta existence!,0.5
"Amazing story, graphics and acting. And the BEST villain of marvel ever!",5
